DC ID,DC Name,Delivery Date,Weekday,Time Scope,DC Capacity,Orders Delivered,Items Delivered,Service Type,State
DC_016,North Urban Hub DC_016,2026-05-14,Thursday,Morning,191,126,379,Urban Hub,North
DC_016,North Urban Hub DC_016,2026-05-14,Thursday,Afternoon,340,210,665,Urban Hub,North
DC_016,North Urban Hub DC_016,2026-05-14,Thursday,Evening,150,120,330,Urban Hub,North
DC_017,South Regional Center DC_017,2026-05-14,Thursday,Morning,569,382,1049,Regional Center,South
DC_017,South Regional Center DC_017,2026-05-14,Thursday,Afternoon,817,395,1289,Regional Center,South
DC_017,South Regional Center DC_017,2026-05-14,Thursday,Evening,366,207,699,Regional Center,South
DC_018,East Satellite Depot DC_018,2026-05-14,Thursday,Morning,190,125,348,Satellite Depot,East
DC_018,East Satellite Depot DC_018,2026-05-14,Thursday,Afternoon,228,162,534,Satellite Depot,East
DC_018,East Satellite Depot DC_018,2026-05-14,Thursday,Evening,170,97,300,Satellite Depot,East
DC_019,West Urban Hub DC_019,2026-05-14,Thursday,Morning,680,379,1225,Urban Hub,West
DC_019,West Urban Hub DC_019,2026-05-14,Thursday,Afternoon,986,526,1680,Urban Hub,West
DC_019,West Urban Hub DC_019,2026-05-14,Thursday,Evening,455,296,916,Urban Hub,West
DC_020,Central Regional Center DC_020,2026-05-14,Thursday,Morning,313,222,595,Regional Center,Central
DC_020,Central Regional Center DC_020,2026-05-14,Thursday,Afternoon,602,310,1103,Regional Center,Central
DC_020,Central Regional Center DC_020,2026-05-14,Thursday,Evening,374,243,630,Regional Center,Central
DC_021,North Satellite Depot DC_021,2026-05-14,Thursday,Morning,1671,161,571,Satellite Depot,North
DC_021,North Satellite Depot DC_021,2026-05-14,Thursday,Afternoon,2155,301,911,Satellite Depot,North
DC_021,North Satellite Depot DC_021,2026-05-14,Thursday,Evening,1292,148,499,Satellite Depot,North
DC_022,South Urban Hub DC_022,2026-05-14,Thursday,Morning,267,129,451,Urban Hub,South
DC_022,South Urban Hub DC_022,2026-05-14,Thursday,Afternoon,359,269,645,Urban Hub,South
DC_022,South Urban Hub DC_022,2026-05-14,Thursday,Evening,203,123,385,Urban Hub,South
DC_023,East Regional Center DC_023,2026-05-14,Thursday,Morning,869,513,1542,Regional Center,East
DC_023,East Regional Center DC_023,2026-05-14,Thursday,Afternoon,1242,815,2478,Regional Center,East
DC_023,East Regional Center DC_023,2026-05-14,Thursday,Evening,766,480,1429,Regional Center,East
DC_024,West Satellite Depot DC_024,2026-05-14,Thursday,Morning,405,209,661,Satellite Depot,West
DC_024,West Satellite Depot DC_024,2026-05-14,Thursday,Afternoon,506,330,856,Satellite Depot,West
DC_024,West Satellite Depot DC_024,2026-05-14,Thursday,Evening,246,174,535,Satellite Depot,West
DC_001,North Urban Hub DC_001,2026-05-15,Friday,Morning,400,288,923,Urban Hub,North
DC_001,North Urban Hub DC_001,2026-05-15,Friday,Afternoon,700,399,1236,Urban Hub,North
DC_001,North Urban Hub DC_001,2026-05-15,Friday,Evening,391,207,694,Urban Hub,North
DC_002,South Regional Center DC_002,2026-05-15,Friday,Morning,278,152,439,Regional Center,South
DC_002,South Regional Center DC_002,2026-05-15,Friday,Afternoon,295,173,587,Regional Center,South
DC_002,South Regional Center DC_002,2026-05-15,Friday,Evening,229,137,412,Regional Center,South
DC_003,East Satellite Depot DC_003,2026-05-15,Friday,Morning,353,333,1022,Satellite Depot,East
DC_003,East Satellite Depot DC_003,2026-05-15,Friday,Afternoon,611,451,1414,Satellite Depot,East
DC_003,East Satellite Depot DC_003,2026-05-15,Friday,Evening,230,258,801,Satellite Depot,East
DC_004,West Urban Hub DC_004,2026-05-15,Friday,Morning,723,514,1324,Urban Hub,West
DC_004,West Urban Hub DC_004,2026-05-15,Friday,Afternoon,1000,656,1994,Urban Hub,West
DC_004,West Urban Hub DC_004,2026-05-15,Friday,Evening,866,433,1317,Urban Hub,West
DC_005,Central Regional Center DC_005,2026-05-15,Friday,Morning,105,66,216,Regional Center,Central
DC_005,Central Regional Center DC_005,2026-05-15,Friday,Afternoon,164,118,354,Regional Center,Central
DC_005,Central Regional Center DC_005,2026-05-15,Friday,Evening,123,73,207,Regional Center,Central
DC_006,North Satellite Depot DC_006,2026-05-15,Friday,Morning,989,101,327,Satellite Depot,North
DC_006,North Satellite Depot DC_006,2026-05-15,Friday,Afternoon,1092,151,467,Satellite Depot,North
DC_006,North Satellite Depot DC_006,2026-05-15,Friday,Evening,636,88,258,Satellite Depot,North
DC_007,South Urban Hub DC_007,2026-05-15,Friday,Morning,376,239,738,Urban Hub,South
DC_007,South Urban Hub DC_007,2026-05-15,Friday,Afternoon,609,324,1135,Urban Hub,South
DC_007,South Urban Hub DC_007,2026-05-15,Friday,Evening,351,235,629,Urban Hub,South
DC_008,East Regional Center DC_008,2026-05-15,Friday,Morning,1349,168,556,Regional Center,East
DC_008,East Regional Center DC_008,2026-05-15,Friday,Afternoon,1994,257,844,Regional Center,East
DC_008,East Regional Center DC_008,2026-05-15,Friday,Evening,1193,145,506,Regional Center,East
DC_009,West Satellite Depot DC_009,2026-05-15,Friday,Morning,476,239,779,Satellite Depot,West
DC_009,West Satellite Depot DC_009,2026-05-15,Friday,Afternoon,582,368,1259,Satellite Depot,West
DC_009,West Satellite Depot DC_009,2026-05-15,Friday,Evening,382,241,761,Satellite Depot,West
DC_010,Central Urban Hub DC_010,2026-05-15,Friday,Morning,96,103,306,Urban Hub,Central
DC_010,Central Urban Hub DC_010,2026-05-15,Friday,Afternoon,168,163,524,Urban Hub,Central
DC_010,Central Urban Hub DC_010,2026-05-15,Friday,Evening,84,117,284,Urban Hub,Central
DC_011,North Regional Center DC_011,2026-05-15,Friday,Morning,685,402,1436,Regional Center,North
DC_011,North Regional Center DC_011,2026-05-15,Friday,Afternoon,1028,715,2246,Regional Center,North
DC_011,North Regional Center DC_011,2026-05-15,Friday,Evening,597,380,1179,Regional Center,North
DC_012,South Satellite Depot DC_012,2026-05-15,Friday,Morning,695,440,1241,Satellite Depot,South
DC_012,South Satellite Depot DC_012,2026-05-15,Friday,Afternoon,1100,688,2070,Satellite Depot,South
DC_012,South Satellite Depot DC_012,2026-05-15,Friday,Evening,534,320,1053,Satellite Depot,South
DC_013,East Urban Hub DC_013,2026-05-15,Friday,Morning,461,227,758,Urban Hub,East
DC_013,East Urban Hub DC_013,2026-05-15,Friday,Afternoon,562,318,1113,Urban Hub,East
DC_013,East Urban Hub DC_013,2026-05-15,Friday,Evening,390,239,785,Urban Hub,East
DC_014,West Regional Center DC_014,2026-05-15,Friday,Morning,1348,657,1961,Regional Center,West
DC_014,West Regional Center DC_014,2026-05-15,Friday,Afternoon,1464,780,2661,Regional Center,West
DC_014,West Regional Center DC_014,2026-05-15,Friday,Evening,725,455,1380,Regional Center,West
DC_015,Central Satellite Depot DC_015,2026-05-15,Friday,Morning,2825,327,1037,Satellite Depot,Central
DC_015,Central Satellite Depot DC_015,2026-05-15,Friday,Afternoon,3597,467,1522,Satellite Depot,Central
DC_015,Central Satellite Depot DC_015,2026-05-15,Friday,Evening,2842,367,981,Satellite Depot,Central
DC_016,North Urban Hub DC_016,2026-05-15,Friday,Morning,171,120,412,Urban Hub,North
DC_016,North Urban Hub DC_016,2026-05-15,Friday,Afternoon,302,180,590,Urban Hub,North
DC_016,North Urban Hub DC_016,2026-05-15,Friday,Evening,144,100,306,Urban Hub,North
DC_017,South Regional Center DC_017,2026-05-15,Friday,Morning,535,298,1007,Regional Center,South
DC_017,South Regional Center DC_017,2026-05-15,Friday,Afternoon,912,450,1430,Regional Center,South
DC_017,South Regional Center DC_017,2026-05-15,Friday,Evening,388,208,707,Regional Center,South
DC_018,East Satellite Depot DC_018,2026-05-15,Friday,Morning,195,124,404,Satellite Depot,East
DC_018,East Satellite Depot DC_018,2026-05-15,Friday,Afternoon,390,216,690,Satellite Depot,East
DC_018,East Satellite Depot DC_018,2026-05-15,Friday,Evening,151,101,310,Satellite Depot,East
DC_019,West Urban Hub DC_019,2026-05-15,Friday,Morning,813,420,1449,Urban Hub,West
DC_019,West Urban Hub DC_019,2026-05-15,Friday,Afternoon,1069,619,2002,Urban Hub,West
DC_019,West Urban Hub DC_019,2026-05-15,Friday,Evening,558,356,1084,Urban Hub,West
DC_020,Central Regional Center DC_020,2026-05-15,Friday,Morning,401,272,730,Regional Center,Central
DC_020,Central Regional Center DC_020,2026-05-15,Friday,Afternoon,748,406,1238,Regional Center,Central
DC_020,Central Regional Center DC_020,2026-05-15,Friday,Evening,334,255,678,Regional Center,Central
DC_021,North Satellite Depot DC_021,2026-05-15,Friday,Morning,1565,204,634,Satellite Depot,North
DC_021,North Satellite Depot DC_021,2026-05-15,Friday,Afternoon,2973,410,1060,Satellite Depot,North
DC_021,North Satellite Depot DC_021,2026-05-15,Friday,Evening,1542,213,566,Satellite Depot,North
DC_022,South Urban Hub DC_022,2026-05-15,Friday,Morning,217,164,456,Urban Hub,South
DC_022,South Urban Hub DC_022,2026-05-15,Friday,Afternoon,477,264,823,Urban Hub,South
DC_022,South Urban Hub DC_022,2026-05-15,Friday,Evening,184,113,348,Urban Hub,South
DC_023,East Regional Center DC_023,2026-05-15,Friday,Morning,651,523,1557,Regional Center,East
DC_023,East Regional Center DC_023,2026-05-15,Friday,Afternoon,1239,717,2546,Regional Center,East
DC_023,East Regional Center DC_023,2026-05-15,Friday,Evening,967,509,1606,Regional Center,East
DC_024,West Satellite Depot DC_024,2026-05-15,Friday,Morning,300,228,613,Satellite Depot,West
DC_024,West Satellite Depot DC_024,2026-05-15,Friday,Afternoon,540,316,1014,Satellite Depot,West
DC_024,West Satellite Depot DC_024,2026-05-15,Friday,Evening,273,180,589,Satellite Depot,West
DC_001,North Urban Hub DC_001,2026-05-16,Saturday,Morning,618,290,1024,Urban Hub,North
DC_001,North Urban Hub DC_001,2026-05-16,Saturday,Afternoon,623,379,1366,Urban Hub,North
DC_001,North Urban Hub DC_001,2026-05-16,Saturday,Evening,409,363,844,Urban Hub,North
DC_002,South Regional Center DC_002,2026-05-16,Saturday,Morning,202,126,419,Regional Center,South
DC_002,South Regional Center DC_002,2026-05-16,Saturday,Afternoon,316,234,577,Regional Center,South
DC_002,South Regional Center DC_002,2026-05-16,Saturday,Evening,239,108,367,Regional Center,South
DC_003,East Satellite Depot DC_003,2026-05-16,Saturday,Morning,379,347,1121,Satellite Depot,East
DC_003,East Satellite Depot DC_003,2026-05-16,Saturday,Afternoon,475,536,1507,Satellite Depot,East
DC_003,East Satellite Depot DC_003,2026-05-16,Saturday,Evening,343,338,894,Satellite Depot,East
DC_004,West Urban Hub DC_004,2026-05-16,Saturday,Morning,831,483,1529,Urban Hub,West
DC_004,West Urban Hub DC_004,2026-05-16,Saturday,Afternoon,988,699,2195,Urban Hub,West
DC_004,West Urban Hub DC_004,2026-05-16,Saturday,Evening,684,391,1310,Urban Hub,West
DC_005,Central Regional Center DC_005,2026-05-16,Saturday,Morning,126,75,247,Regional Center,Central
DC_005,Central Regional Center DC_005,2026-05-16,Saturday,Afternoon,194,98,302,Regional Center,Central
DC_005,Central Regional Center DC_005,2026-05-16,Saturday,Evening,97,62,193,Regional Center,Central
DC_006,North Satellite Depot DC_006,2026-05-16,Saturday,Morning,1052,116,358,Satellite Depot,North
DC_006,North Satellite Depot DC_006,2026-05-16,Saturday,Afternoon,1141,174,459,Satellite Depot,North
DC_006,North Satellite Depot DC_006,2026-05-16,Saturday,Evening,883,98,293,Satellite Depot,North
DC_007,South Urban Hub DC_007,2026-05-16,Saturday,Morning,484,346,930,Urban Hub,South
DC_007,South Urban Hub DC_007,2026-05-16,Saturday,Afternoon,767,460,1231,Urban Hub,South
DC_007,South Urban Hub DC_007,2026-05-16,Saturday,Evening,368,227,730,Urban Hub,South
DC_008,East Regional Center DC_008,2026-05-16,Saturday,Morning,1587,203,614,Regional Center,East
DC_008,East Regional Center DC_008,2026-05-16,Saturday,Afternoon,2166,290,804,Regional Center,East
DC_008,East Regional Center DC_008,2026-05-16,Saturday,Evening,1165,148,455,Regional Center,East
DC_009,West Satellite Depot DC_009,2026-05-16,Saturday,Morning,631,336,1032,Satellite Depot,West
DC_009,West Satellite Depot DC_009,2026-05-16,Saturday,Afternoon,609,365,1101,Satellite Depot,West
DC_009,West Satellite Depot DC_009,2026-05-16,Saturday,Evening,410,242,737,Satellite Depot,West
DC_010,Central Urban Hub DC_010,2026-05-16,Saturday,Morning,130,119,348,Urban Hub,Central
DC_010,Central Urban Hub DC_010,2026-05-16,Saturday,Afternoon,168,162,525,Urban Hub,Central
DC_010,Central Urban Hub DC_010,2026-05-16,Saturday,Evening,98,111,296,Urban Hub,Central
DC_011,North Regional Center DC_011,2026-05-16,Saturday,Morning,883,471,1548,Regional Center,North
DC_011,North Regional Center DC_011,2026-05-16,Saturday,Afternoon,1334,865,2460,Regional Center,North
DC_011,North Regional Center DC_011,2026-05-16,Saturday,Evening,636,409,1235,Regional Center,North
DC_012,South Satellite Depot DC_012,2026-05-16,Saturday,Morning,669,411,1326,Satellite Depot,South
DC_012,South Satellite Depot DC_012,2026-05-16,Saturday,Afternoon,1284,630,2026,Satellite Depot,South
DC_012,South Satellite Depot DC_012,2026-05-16,Saturday,Evening,566,346,1086,Satellite Depot,South
DC_013,East Urban Hub DC_013,2026-05-16,Saturday,Morning,392,230,742,Urban Hub,East
DC_013,East Urban Hub DC_013,2026-05-16,Saturday,Afternoon,725,529,1378,Urban Hub,East
DC_013,East Urban Hub DC_013,2026-05-16,Saturday,Evening,411,287,803,Urban Hub,East
DC_014,West Regional Center DC_014,2026-05-16,Saturday,Morning,850,499,1633,Regional Center,West
DC_014,West Regional Center DC_014,2026-05-16,Saturday,Afternoon,1238,947,2512,Regional Center,West
DC_014,West Regional Center DC_014,2026-05-16,Saturday,Evening,886,463,1331,Regional Center,West
DC_015,Central Satellite Depot DC_015,2026-05-16,Saturday,Morning,2738,403,1272,Satellite Depot,Central
DC_015,Central Satellite Depot DC_015,2026-05-16,Saturday,Afternoon,4261,502,1616,Satellite Depot,Central
DC_015,Central Satellite Depot DC_015,2026-05-16,Saturday,Evening,2261,239,828,Satellite Depot,Central
DC_016,North Urban Hub DC_016,2026-05-16,Saturday,Morning,240,135,419,Urban Hub,North
DC_016,North Urban Hub DC_016,2026-05-16,Saturday,Afternoon,397,225,701,Urban Hub,North
DC_016,North Urban Hub DC_016,2026-05-16,Saturday,Evening,179,130,399,Urban Hub,North
DC_017,South Regional Center DC_017,2026-05-16,Saturday,Morning,492,358,1061,Regional Center,South
DC_017,South Regional Center DC_017,2026-05-16,Saturday,Afternoon,742,424,1428,Regional Center,South
DC_017,South Regional Center DC_017,2026-05-16,Saturday,Evening,490,333,913,Regional Center,South
DC_018,East Satellite Depot DC_018,2026-05-16,Saturday,Morning,203,153,426,Satellite Depot,East
DC_018,East Satellite Depot DC_018,2026-05-16,Saturday,Afternoon,348,215,630,Satellite Depot,East
DC_018,East Satellite Depot DC_018,2026-05-16,Saturday,Evening,186,113,364,Satellite Depot,East
DC_019,West Urban Hub DC_019,2026-05-16,Saturday,Morning,825,412,1303,Urban Hub,West
DC_019,West Urban Hub DC_019,2026-05-16,Saturday,Afternoon,919,570,2034,Urban Hub,West
DC_019,West Urban Hub DC_019,2026-05-16,Saturday,Evening,799,421,1365,Urban Hub,West
DC_020,Central Regional Center DC_020,2026-05-16,Saturday,Morning,430,288,867,Regional Center,Central
DC_020,Central Regional Center DC_020,2026-05-16,Saturday,Afternoon,714,428,1341,Regional Center,Central
DC_020,Central Regional Center DC_020,2026-05-16,Saturday,Evening,297,195,593,Regional Center,Central
DC_021,North Satellite Depot DC_021,2026-05-16,Saturday,Morning,1853,233,734,Satellite Depot,North
DC_021,North Satellite Depot DC_021,2026-05-16,Saturday,Afternoon,2538,347,1058,Satellite Depot,North
DC_021,North Satellite Depot DC_021,2026-05-16,Saturday,Evening,1275,180,521,Satellite Depot,North
DC_022,South Urban Hub DC_022,2026-05-16,Saturday,Morning,271,145,459,Urban Hub,South
DC_022,South Urban Hub DC_022,2026-05-16,Saturday,Afternoon,512,254,763,Urban Hub,South
DC_022,South Urban Hub DC_022,2026-05-16,Saturday,Evening,260,153,467,Urban Hub,South
DC_023,East Regional Center DC_023,2026-05-16,Saturday,Morning,993,599,2009,Regional Center,East
DC_023,East Regional Center DC_023,2026-05-16,Saturday,Afternoon,987,664,2165,Regional Center,East
DC_023,East Regional Center DC_023,2026-05-16,Saturday,Evening,1065,696,1850,Regional Center,East
DC_024,West Satellite Depot DC_024,2026-05-16,Saturday,Morning,415,232,758,Satellite Depot,West
DC_024,West Satellite Depot DC_024,2026-05-16,Saturday,Afternoon,662,406,1234,Satellite Depot,West
DC_024,West Satellite Depot DC_024,2026-05-16,Saturday,Evening,359,218,658,Satellite Depot,West
DC_001,North Urban Hub DC_001,2026-05-17,Sunday,Morning,525,328,1106,Urban Hub,North
DC_001,North Urban Hub DC_001,2026-05-17,Sunday,Afternoon,1014,493,1511,Urban Hub,North
DC_001,North Urban Hub DC_001,2026-05-17,Sunday,Evening,431,273,799,Urban Hub,North
DC_002,South Regional Center DC_002,2026-05-17,Sunday,Morning,218,133,369,Regional Center,South
DC_002,South Regional Center DC_002,2026-05-17,Sunday,Afternoon,358,196,609,Regional Center,South
DC_002,South Regional Center DC_002,2026-05-17,Sunday,Evening,162,101,332,Regional Center,South
DC_003,East Satellite Depot DC_003,2026-05-17,Sunday,Morning,0,0,0,Satellite Depot,East
DC_003,East Satellite Depot DC_003,2026-05-17,Sunday,Afternoon,0,0,0,Satellite Depot,East
DC_003,East Satellite Depot DC_003,2026-05-17,Sunday,Evening,0,0,0,Satellite Depot,East
DC_004,West Urban Hub DC_004,2026-05-17,Sunday,Morning,801,403,1414,Urban Hub,West
DC_004,West Urban Hub DC_004,2026-05-17,Sunday,Afternoon,1055,591,1999,Urban Hub,West
DC_004,West Urban Hub DC_004,2026-05-17,Sunday,Evening,576,331,1100,Urban Hub,West
DC_005,Central Regional Center DC_005,2026-05-17,Sunday,Morning,99,55,180,Regional Center,Central
DC_005,Central Regional Center DC_005,2026-05-17,Sunday,Afternoon,144,114,308,Regional Center,Central
DC_005,Central Regional Center DC_005,2026-05-17,Sunday,Evening,73,44,147,Regional Center,Central
DC_006,North Satellite Depot DC_006,2026-05-17,Sunday,Morning,0,0,0,Satellite Depot,North
DC_006,North Satellite Depot DC_006,2026-05-17,Sunday,Afternoon,0,0,0,Satellite Depot,North
DC_006,North Satellite Depot DC_006,2026-05-17,Sunday,Evening,0,0,0,Satellite Depot,North
DC_007,South Urban Hub DC_007,2026-05-17,Sunday,Morning,586,320,976,Urban Hub,South
DC_007,South Urban Hub DC_007,2026-05-17,Sunday,Afternoon,685,432,1339,Urban Hub,South
DC_007,South Urban Hub DC_007,2026-05-17,Sunday,Evening,344,245,725,Urban Hub,South
DC_008,East Regional Center DC_008,2026-05-17,Sunday,Morning,1937,217,635,Regional Center,East
DC_008,East Regional Center DC_008,2026-05-17,Sunday,Afternoon,2542,312,1015,Regional Center,East
DC_008,East Regional Center DC_008,2026-05-17,Sunday,Evening,1214,194,566,Regional Center,East
DC_009,West Satellite Depot DC_009,2026-05-17,Sunday,Morning,0,0,0,Satellite Depot,West
DC_009,West Satellite Depot DC_009,2026-05-17,Sunday,Afternoon,0,0,0,Satellite Depot,West
DC_009,West Satellite Depot DC_009,2026-05-17,Sunday,Evening,0,0,0,Satellite Depot,West
DC_010,Central Urban Hub DC_010,2026-05-17,Sunday,Morning,108,97,351,Urban Hub,Central
DC_010,Central Urban Hub DC_010,2026-05-17,Sunday,Afternoon,175,136,457,Urban Hub,Central
